PROGRAM,SITE,YEAR,ANC,DOC,NO3,SBC_ALL,SBC-0,SO4
VTSSS,VT10,2016,34.233,0,2.393,93.798,0,42.015
VTSSS,STAN,1996,100.588,1.047,1.358,174.09,0,42.025
VTLTM,1C1-091E,2012,62.646,5.013,3.248,144.02,122.487,42.031
VTSSS,VT40,1997,16.797,0,0.917,76.393,0,42.04
VTSSS,VT05,1996,145.508,0,4.788,213.765,0,42.05
ALTM,1A1-107E,2003,-42.76,17.34,0.71,64.03,73.81,42.09
VTSSS,VT25,2007,7.575,0,0,69.51,0,42.09
VTSSS,VT62,2008,113.098,0,0.263,193.113,0,42.09
VTSSS,VT31,2005,3.15,0,0.525,60.55,0,42.093
VTSSS,VT04,2011,45.543,0,2.197,111.21,0,42.167
VTSSS,VT10,2010,33.478,0,0.083,95.795,0,42.245
VTSSS,VT23,1994,126.213,0,0.855,204.42,0,42.255
VTSSS,VT75,2016,167.44,0,3.845,252.1,0,42.255
VTSSS,VT25,2015,8.098,0,0.728,65.433,0,42.263
VTLTM,1C3-076E,2015,-2.733,2.357,1.261,1106.066,122.821,42.265
MELTM,1E2-060E,2010,145.14,8.614,0.089,260.06,229.048,42.273
VTSSS,VT14,2011,27.35,0,0.15,90.55,0,42.285
VTSSS,VT05,2006,70.17,0,0,133.165,0,42.305
VTSSS,VT31,2015,-2.003,0,0.793,53.698,0,42.315
VTSSS,VT46,2008,84.268,0,0.245,168.805,0,42.32
MELTM,1E1-132E,2013,13.443,2.148,0.652,159.267,69.833,42.337
VTSSS,VT14,2006,29.265,0,0.113,88.283,0,42.343
VTSSS,STAN,1990,111.29,0,6.958,188.36,0,42.355
ALTM,040210O,2017,-3.0665,4.136625,0.872540597,59.63562826,42.75456695,42.35531032
VTSSS,VT14,2008,30.498,0,2.835,94.92,0,42.373
VTSSS,VT12,1991,169.565,0,3.68,233.14,0,42.373
VTSSS,VT29,2007,1.373,0,0.668,63.043,0,42.378
ALTM,020138O,1998,-38.83,10.29,2.46,40.82,45.02,42.43
ALTM,1A1-102O,2016,49.95,2.69,2.19,90.2,115.55,42.47
MELTM,ME-4474E,1996,-39.15,5.85,1,72.05,31.3,42.5
VTSSS,VT31,1997,5.218,0,0.63,66.903,0,42.505
ALTM,1A1-102O,2015,57.52,2.62,2.05,94.89,119.62,42.53
VTSSS,VT12,1996,135.303,0,7.683,200.633,0,42.53
VTSSS,VT14,2010,25.458,0,0.188,89.07,0,42.535
VTSSS,VT14,2013,27.44,0,1.24,87.253,0,42.548
VTSSS,VT66,2016,189.055,0,5.838,268.288,0,42.548
VTSSS,M002,2014,-8.377,0,0.563,47.16,0,42.553
ALTM,020138O,1993,-24.15,9.73,2.57,54.42,61.6,42.57
VTSSS,VT28,2009,4.38,0,0.238,66.365,0,42.57
VTSSS,VT25,1994,10.09,0,1.805,72.523,0,42.57
ALTM,040852O,2014,11.34,6.07,15,64.1,82.32,42.59
ALTM,040852O,2016,6.87,6.94,2.64,62.1,81.11,42.62
MELTM,ME-9999E,2008,29.275,3.2875,0.0425,129.95,73.25,42.625
VTSSS,VT22,2017,127.1975,0,1.65,207.0025,0,42.645
VTSSS,STAN,2017,95.82038462,0.685,0.125769231,168.2211538,0,42.64673077
VTSSS,VT12,2008,148.638,0,8.205,218.35,0,42.658
MELTM,1E1-060E,2002,114.1666667,5.6,0.533333333,237.9666667,169.8,42.66666667
VTSSS,VT14,2007,24.035,0,1.205,87.528,0,42.69
VTSSS,VT04,2012,40.185,0,1.29,104.985,0,42.708
ALTM,020138O,1992,-21.85,10.57,0.1,55.8,62.47,42.71
ALTM,1A1-107E,1998,-44.8,15.13,1.86,50.17,57.42,42.74
VTSSS,VT12,2007,139.928,0,5.39,217.21,0,42.758
VTSSS,STAN,2012,97.29,0.89,0.12,174.6,0,42.773
ALTM,050706O,2012,12.87,5.18,23.18,68.84,88.73,42.78
MELTM,1E1-132E,2016,15.49,1.49,0.31,157.42,68.42,42.79
VTSSS,VT28,2007,6.013,0,0.203,67.465,0,42.798
ALTM,020059O,2011,57.58,8.76,1.34,136.28,173.69,42.83
MELTM,ME-9999E,2003,38.06666667,3.4,0.333333333,132.7666667,69.76666667,42.83333333
VTSSS,M003,2015,85.72,0,0.22,154.345,0,42.845
VTSSS,VT58,2006,93.125,0,0,169.678,0,42.858
VTSSS,VT12,2002,114.953,0,4.795,184.448,0,42.888
VTSSS,VT05,2012,66.213,0,0.405,123.605,0,42.89
VTSSS,STAN,2015,91.313,0.758,0.298,164.865,0,42.9
MELTM,1E1-132E,2011,17.12,2.012,0,151.557,66.227,42.912
VTSSS,VT62,1993,93.215,0,7.083,180.733,0,42.918
VTSSS,VT15,2012,32.928,0,1.48,93.855,0,42.923
VTSSS,VT12,2010,137.773,0,1.155,203.59,0,42.933
ALTM,1A1-102O,2014,57.45,2.47,3.7,95.17,119.77,42.95
VTSSS,STAN,2001,97.985,0.425,0.73,166.168,0,43.013
VTSSS,M002,2015,-9.125,0,1.075,45.08,0,43.055
ALTM,1A1-107E,2007,-39.85,14.06,1.11,54.85,65,43.06
ALTM,040186O,2016,-7.5,5.43,9.69,30.72,49.36,43.08
MELTM,ME-0441E,2010,69.103,4.511,0.084,181.901,112.53,43.119
MELTM,ME-2068E,2013,197.996,2.243,0,298.257,225.106,43.124
VTSSS,VT12,2000,144.19,0,4.263,210.023,0,43.163
VTSSS,M002,2013,-7.07,0,0.137,48.607,0,43.187
MELTM,1E1-131E,2008,13.4,2.16,0.22,122.6,52.1,43.2
VTSSS,VT31,2012,-1.698,0,0.893,58.705,0,43.203
VTSSS,VT66,2011,165.655,0,0.155,254.918,0,43.213
MELTM,1E1-134E,2015,-6.667,6.033,0.133,115.333,46.233,43.233
VTSSS,VT66,2017,181.8575,0,2.7525,267.4075,0,43.25
VTSSS,VT10,2011,38.44,0,0.79,103.693,0,43.253
VTSSS,VT29,2002,6.1,0,1.628,69.66,0,43.268
VTSSS,VT05,2004,83.365,0,0.675,146.055,0,43.293
VTSSS,STAN,2000,94.548,0.655,0.728,162.998,0,43.333
VTSSS,STAN,2010,97.843,0.637,0,165.915,0,43.335
VTSSS,STAN,2002,100.51,0.515,0.923,168.095,0,43.34
VTSSS,VT04,1996,44.555,0,8.105,110.568,0,43.353
VTSSS,VT05,2009,85.658,0,0.155,148.635,0,43.36
VTLTM,1C1-110E,2009,-2.267,1.627,11.185,60.093,45.593,43.375
ALTM,041007O,2017,14.892,6.757166667,0.66609551,97.07531212,73.87566012,43.39381186
ALTM,040852O,2013,7.27,6.98,16.06,69.39,87.44,43.43
VTSSS,VT04,2014,42.838,0,6.64,114.475,0,43.45
VTSSS,VT58,2001,105.583,0,2.303,178.913,0,43.49
MELTM,ME-0441E,2006,63.55,5.45,0.15,184.45,114.95,43.5
VTSSS,VT25,1999,11.353,0,3.095,72.513,0,43.53
ALTM,040850O,2015,36.29,3.58,3.56,89.92,108.08,43.54
VTSSS,VT28,2004,4.988,0,0.76,62.07,0,43.543
ALTM,040826O,2016,57.06,4.06,4.49,113.23,150.63,43.55
VTSSS,VT10,1991,42.08,0,0.863,99.693,0,43.583
ALTM,040826O,2015,62,3.72,9.17,112.37,146.48,43.62
VTSSS,VT02,1991,48.265,0,31.015,140.605,0,43.625
VTSSS,VT31,2011,1.648,0,0.243,63.11,0,43.64
VTSSS,VT04,2004,42.94,0,3.478,107.803,0,43.65
ALTM,020138O,1996,-21.34,8.21,3.49,41.91,46.48,43.66
MELTM,ME-4575E,2011,45.73,5.263,0,181.116,96.072,43.663
VTSSS,VT39,2000,1.733,0,0.955,56.79,0,43.663
MELTM,1E2-060E,2007,136.4333333,9.766666667,0.033333333,248.7,217.0333333,43.66666667
VTSSS,VT66,2012,198.618,0,0.15,284.185,0,43.67
VTSSS,STAN,2004,86.9,0.413,0.668,162.725,0,43.673
VTSSS,VT05,1995,127.853,0,3.695,196.21,0,43.71
VTSSS,VT10,2015,29.358,0,0.538,101.425,0,43.715
VTLTM,1C1-090E,2009,29.133,4.2,2.046,104.806,83.056,43.722
VTSSS,VT05,2003,87.783,0,0.698,146.06,0,43.735
ALTM,050706O,2011,12.85,5.27,16.28,64.55,82.81,43.77
ALTM,030172E,1993,-6.34,6.72,3.01,59.25,62.94,43.78
VTSSS,VT14,2000,30.315,0,1.593,93.973,0,43.788
ALTM,070859O,2016,25.75,3.25,3,66.43,91.78,43.79
ALTM,040186O,2014,-8.31,5.82,11.52,30.04,46.67,43.8
VTSSS,VT39,1997,2.74,0,0.935,55.818,0,43.8
VTSSS,VT39,2017,-3.3675,0,0.1375,56.3725,0,43.81
VTSSS,VT10,1990,29.18,0,1.443,91.088,0,43.823
VTSSS,VT58,1994,93.415,0,5.153,173.59,0,43.823
VTSSS,STAN,2013,86.393,0.548,0.078,159.565,0,43.825
VTSSS,STAN,2016,98.828,0.547,0.1,171.35,0,43.84
VTSSS,VT12,2011,131.758,0,1.543,200.158,0,43.883
VTSSS,VT75,1990,153.835,0,22.585,252.555,0,43.925
VTSSS,STAN,1997,90.36,0.76,0.8,166.963,0,43.938
VTSSS,VT31,1994,0.218,0,0.848,61.185,0,43.99
MELTM,1E1-131E,2006,14.7,2.3,0.3,130.8,54.8,44
MELTM,1E1-135E,2005,46,3.3,0.6,180.9,95.9,44
ALTM,1A1-112S,2010,11.74,10.13,4.32,80.86,102.77,44
VTSSS,VT31,2003,-0.893,0,0.68,58.358,0,44.005
ALTM,020138O,1995,-23.1,7.43,1.78,46.92,51.49,44.03
VTSSS,M003,2014,177.797,0,0.337,242.687,0,44.043
VTSSS,STAN,2014,87.465,0.768,0.083,166.908,0,44.053
VTSSS,M003,2016,101.693,0,0.17,159.717,0,44.06
VTSSS,VT15,2000,26.908,0,1.023,89.728,0,44.078
VTSSS,STAN,1999,89.478,0.613,1.548,159.313,0,44.093
ALTM,070859O,2015,28.56,3,6.91,68.54,93.04,44.1
VTSSS,VT12,1995,144.243,0,4.863,213.428,0,44.1
ALTM,040704O,2014,29.15,3.71,7.18,65.94,94.56,44.13
VTSSS,STAN,2011,88.798,0.55,0,163.258,0,44.168
VTSSS,VT12,1997,148.08,0,9.853,222.083,0,44.178
VTSSS,VT25,2009,6.758,0,0.235,72.403,0,44.188
ALTM,040874O,2016,14.82,3.44,3.32,60.68,80.94,44.21
VTSSS,VT04,2006,38.543,0,0.545,112.168,0,44.233
VTSSS,VT06,2006,51.643,0,1.893,133.403,0,44.26
MELTM,ME-4474E,2001,-35,5.2,0.533333333,77.96666667,34.3,44.33333333
MELTM,1E1-060E,1999,98.23333333,4.8,0.666666667,224.3333333,158,44.33333333
VTLTM,1C1-100E,2010,14.6,8.433,1.19,99.321,83.806,44.346
VTSSS,VT58,1993,88.185,0,7.358,168.813,0,44.395
ALTM,040852O,2015,18.96,6.42,6.33,69.23,88.89,44.45
VTSSS,VT75,2012,182.46,0,3.16,271.16,0,44.475
VTSSS,VT22,2014,123.445,0,6.033,208.565,0,44.478
MELTM,ME-4778E,1993,2.033333333,2.933333333,0.4,82.83333333,43.66666667,44.5
MELTM,1E1-135E,1996,59,4.15,0.25,198.9,111.4,44.5
VTSSS,VT05,2000,111.293,0,1.188,174.255,0,44.528
MELTM,1E1-134E,2017,-8.083333333,6.21,0.31,150.4733333,44.93333333,44.54333333
ALTM,1A1-102O,2013,67,2.63,5.99,103.81,128.04,44.55
VTSSS,VT22,1998,143.23,0,0.635,215.65,0,44.55
VTSSS,VT04,2009,38.385,0,0.983,102.965,0,44.558
VTSSS,VT04,1995,42.735,0,7.395,111.003,0,44.583
VTSSS,VT10,1992,39.353,0,1.72,99.41,0,44.588
ALTM,1A3-065O,2016,24.84,3.26,7.91,76.11,100.19,44.61
VTSSS,VT23,2008,144.885,0,0,232.938,0,44.658
VTSSS,VT31,2009,-2.583,0,0,65.278,0,44.663
MELTM,ME-9999E,2007,31.3,3.366666667,1.1,134.7,72.36666667,44.66666667
MELTM,1E1-135E,2004,59.8,3.7,0.166666667,212.5333333,115.2,44.66666667
MELTM,1E1-134E,2012,-13.35,7.181,0.05,131.027,39.563,44.718
VTSSS,VT39,2016,-2.835,0,0.375,54.905,0,44.725
VTSSS,STAN,1998,86.85,0.62,1.565,161.46,0,44.73
VTSSS,VT10,2008,34.12,0,3.338,99.973,0,44.76
VTLTM,1C1-107E,2012,75.45,5.84,7.229,167.761,141.987,44.763
VTSSS,VT05,2010,125.42,0,0.97,192.12,0,44.775
VTSSS,VT05,1994,101.848,0,0.89,165.213,0,44.81
VTSSS,VT14,1995,28.495,0,1.985,93.74,0,44.858
ALTM,040850O,2016,32.98,3.7,2.27,88.28,107.06,44.86
VTLTM,1C1-112E,2012,73.3,4.847,7.972,161.817,129.409,44.989
ALTM,1A1-111S,2016,-14.43,8.14,16.84,41.28,61.83,44.99
VTSSS,VT05,2001,88.113,0,0.683,151.723,0,44.993
MELTM,1E1-133E,2007,42.9,2.5,0.7,176.2,88.2,45
MELTM,1E1-133E,2005,47.4,4.4,0.7,187.2,94.2,45
VTSSS,VT15,2002,25.92,0,1.785,89.108,0,45.04
VTSSS,VT04,1990,38.27,0,4.07,113.533,0,45.043
VTSSS,VT25,2006,13.973,0,0,78.07,0,45.058
ALTM,1A1-111S,2011,-16.5,8.07,17.03,42.75,59.47,45.06
ALTM,040874O,2015,17.81,3.06,4.62,59.6,78.69,45.07
VTSSS,VT22,2016,122.453,0,2.738,197.765,0,45.073
VTSSS,VT12,1994,194.017,0,2.597,264.497,0,45.077
VTLTM,1C1-110E,2008,-4.933,1.033,15.233,61.533,47.033,45.1
ALTM,040186O,2011,-7.47,6.32,9.73,32.74,47.38,45.11
VTSSS,VT04,1998,44.81,0,7.055,110.68,0,45.12
MELTM,1E1-134E,2013,-9.922,5.082,0,129.855,39.719,45.122
VTSSS,VT14,2003,24.078,0,3.058,87.548,0,45.125
VTSSS,VT75,2010,162.003,0,2.175,255.29,0,45.168
VTSSS,VT02,2016,47.843,0,15.255,120.613,0,45.198
ALTM,1A1-102O,2012,65.98,2.42,4.57,107.63,130.02,45.2
VTSSS,STAN,2003,86.953,0.483,0.678,163.913,0,45.228
ALTM,070859O,2014,21.06,2.92,12.46,67.26,90.15,45.27
MELTM,1E1-131E,2009,14.735,2.170678767,0,147.982135,65.040685,45.2851048
ALTM,040210O,2015,1.26,3.31,15.91,47.63,65.16,45.33
MELTM,1E1-135E,2003,58.23333333,3.4,0.3,203.7333333,108.2333333,45.33333333
MELTM,ME-2068E,2009,177.725,2.713235097,0.09615,281.407085,214.94996,45.3348584
VTSSS,VT05,1993,202.268,0,4.923,272.163,0,45.34
VTSSS,STAN,2009,92.613,0.62,0,170.638,0,45.348
VTSSS,VT58,1999,100.915,0,2.843,172.623,0,45.358
VTSSS,VT39,1999,0.37,0,0.693,59.48,0,45.36
VTSSS,VT14,1993,19.56,0,1.685,75.67,0,45.39
VTSSS,VT15,2011,30.7,0,0.94,94.483,0,45.445
ALTM,1A1-111S,2012,-16.08,7.54,24.07,47.2,65.42,45.47
VTSSS,VT39,2012,-2.708,0,0.245,55.003,0,45.48
VTSSS,VT66,2004,181.963,0,9.45,264.133,0,45.48
ALTM,040826O,2014,47.51,3.84,11.6,101.41,131.94,45.49
VTSSS,VT46,2002,81.978,0,0.793,162.765,0,45.513
VTSSS,VT23,2002,157.875,0,6.15,247.645,0,45.53
ALTM,020059O,2012,70.01,8.07,2.75,147.27,186.35,45.54
VTSSS,VT75,2004,150.073,0,12.98,248.743,0,45.543
VTSSS,VT04,1992,41.88,0,6.58,110.395,0,45.55
VTSSS,VT14,2009,25.978,0,0.28,91.89,0,45.56
ALTM,020138O,1997,-25.36,8.15,2.28,44.78,49.71,45.59
ALTM,1A1-111S,2013,-15.15,8.87,18.02,43.86,61.04,45.6
VTLTM,1C1-107E,2011,63.787,6.363,8.582,161.243,136.122,45.624
MELTM,ME-2068E,2012,186.74,2.576,0,281.475,210.335,45.629
ALTM,1A3-065O,2015,25.76,3.4,14.96,75.01,98.05,45.63
VTSSS,VT31,2006,-0.665,0,0,60.118,0,45.64
VTSSS,VT39,1994,1.378,0,0.808,55.288,0,45.66
MELTM,1E1-135E,2007,51.96666667,2.766666667,0.966666667,172.5,93.83333333,45.66666667
VTLTM,1C1-089E,2004,8.4,5.567,7.367,84.1,62.2,45.667
MELTM,1E1-132E,2010,15.95,2.72,0,144.707,61.561,45.674
VTSSS,VT39,2015,-1.195,0,0.33,54.12,0,45.683
VTSSS,VT10,2013,26.08,0,0.623,91.5,0,45.725
VTSSS,VT04,2005,40.11,0,3.59,110.638,0,45.745
VTSSS,STAN,2008,90.48,0.703,0,171.025,0,45.778
VTLTM,1C1-101E,2008,-4.533,5.967,3.367,69.767,50.767,45.8
VTSSS,VT04,2003,38.318,0,3.235,107.585,0,45.8
MELTM,ME-4474E,1994,-37.56666667,5.166666667,0.6,70.33333333,33.16666667,45.83333333
VTSSS,VT10,2007,31.708,0,0.823,100.02,0,45.84
VTSSS,VT31,2008,-0.445,0,0.883,67.543,0,45.843
VTSSS,VT40,2017,17.555,0,0.3075,79.4125,0,45.8525
VTSSS,VT39,2002,2.313,0,0.92,59.973,0,45.885
VTSSS,VT75,2013,148.638,0,3.088,235.72,0,45.92
VTSSS,STAN,2005,88.938,0.565,0.523,162.848,0,45.938
VTSSS,VT62,2002,111.998,0,1.41,197.87,0,45.96
VTSSS,VT04,2000,44.408,0,3.078,110.973,0,45.993
VTSSS,M002,2017,-14.05,0,0.395,49.62,0,45.995
MELTM,1E1-131E,2005,11.2,2.5,0.5,123.7,52.7,46
MELTM,ME-9999E,2005,20.1,5.4,0.1,128.9,67.9,46
MELTM,1E1-133E,1996,44,3.4,0.5,188.6,91.6,46
MELTM,1C1-078E,2005,40,9.2,0.4,161,122,46
VTSSS,VT10,2001,35.313,0,0.747,95.117,0,46.003
VTSSS,VT12,1998,147.88,0,9.298,216.905,0,46.01
VTLTM,1C1-107E,2013,71.78,5.797,8.745,168.534,141.307,46.054
ALTM,1A1-106O,2017,23.90822222,6.344022222,0.622114288,116.1813242,87.75827921,46.07019592
VTSSS,VT76,1998,25.35,0,3.783,94.907,0,46.103
VTSSS,VT66,2009,186.855,0,3.368,282.375,0,46.115
VTSSS,VT22,2015,123.96,0,7.58,209.863,0,46.14
VTSSS,VT39,2009,-2.36,0,0.145,56.42,0,46.188
VTLTM,1C1-110E,2005,-7.467,1.267,19.267,61.9,47.1,46.2
ALTM,040852O,2012,9.43,5.78,14.35,67.31,85.47,46.2
VTSSS,VT39,2007,-4.888,0,0.408,54.83,0,46.268
VTSSS,VT04,1993,47.99,0,12.11,119.57,0,46.29
MELTM,1E1-135E,1997,60.2,3.333333333,0.466666667,184.4666667,102.3,46.33333333
MELTM,1C1-078E,2007,52.23333333,5.8,0,146.6,109.9333333,46.33333333
VTSSS,VT05,1997,151.06,0,2.465,220.205,0,46.343
ALTM,040210O,2016,0.62,3.18,14.33,48.06,66.86,46.39
VTSSS,VT02,1990,35.87,0,34.813,137.805,0,46.395
ALTM,040874O,2014,11,3.05,8.39,56.08,74.38,46.4
VTSSS,VT02,1998,47.888,0,25.235,132.755,0,46.408
VTSSS,VT28,1999,6.6,0,0.767,67.113,0,46.41
VTLTM,1C1-089E,2005,9.6,5.233,7.833,84.2,61.4,46.433
ALTM,050706O,2010,12.88,5.18,20.25,67.23,84.31,46.44
MELTM,ME-4575E,2009,40.28,6.012690999,0,191.571935,107.921435,46.4823008
ALTM,1A1-107E,1997,-45.13,14.61,1.02,52.53,59.64,46.49
MELTM,ME-4474E,1995,-42.175,5.575,0.15,74.25,33.25,46.5
MELTM,ME-0441E,1996,57.6,6.9,0,202.9,126.65,46.5
VTSSS,VT40,1992,20.643,0,2.04,85.873,0,46.51
VTSSS,VT40,2016,17.863,0,0.57,81.003,0,46.525
VTSSS,VT04,2001,44.125,0,4.015,108.678,0,46.55
VTSSS,VT02,2012,35.64,0,15.863,122.958,0,46.558
VTSSS,VT02,2017,33.17666667,0,17.01333333,114.5366667,0,46.56666667
VTLTM,1C1-097E,2012,31.467,2.4,2.15,101.467,71.017,46.567
VTLTM,1C1-091E,2010,62.8,5.397,0.714,140.634,120.624,46.567
VTSSS,VT75,2011,156.77,0,0.635,250.548,0,46.588
ALTM,1A3-065O,2014,17.36,3.45,23.16,71.8,93.66,46.64
VTSSS,VT02,2015,37.218,0,19.208,117.63,0,46.658
MELTM,1E2-060E,2003,143.1666667,9.2,0,294,258.6666667,46.66666667
VTSSS,VT15,2016,42.19,0,0.66,103.303,0,46.715
VTSSS,M002,2009,-13.145,0,0,47.535,0,46.725
VTSSS,VT10,1994,33.445,0,2.498,98.835,0,46.74
VTSSS,VT15,1995,30.923,0,1.678,95.103,0,46.753
VTSSS,M003,2010,223.863,0,0,279.923,0,46.76
VTSSS,STAN,2007,88.85,0.445,0.128,172.553,0,46.8
VTSSS,VT04,1994,41.425,0,5.138,110.065,0,46.813
VTSSS,VT02,1995,42.005,0,31.02,133.405,0,46.815
MELTM,1E1-135E,1994,63.5,4.2,0.033333333,200.7333333,110.9,46.83333333
VTSSS,VT62,1999,101.62,0,4.2,186.37,0,46.843
VTLTM,1C1-107E,2010,78.067,6.06,3.451,169.74,143.205,46.845
VTSSS,VT66,2014,166.57,0,5.075,257.578,0,46.845
VTSSS,VT02,2004,37.913,0,23.583,129.433,0,46.923
VTSSS,VT66,1998,176.388,0,10.953,268.115,0,46.958
ALTM,040186O,2013,-6.39,5.11,10.15,32.05,48.83,46.96
VTLTM,1C1-110E,2007,-5.333,0.8,20.933,63.067,48.133,46.967
VTSSS,VT12,1993,156.84,0,5.813,225.003,0,46.97
VTSSS,VT75,2000,153.763,0,8.73,251.275,0,46.978
MELTM,1E1-131E,1996,13,1.8,0,140.1,55.1,47
MELTM,1E1-135E,2000,56.6,3.733333333,0.333333333,206.2333333,104.7333333,47
MELTM,ME-0441E,2005,51.4,6.9,0.7,183.6,114.6,47
VTSSS,VT75,2014,151.198,0,4.87,244.04,0,47.028
VTSSS,VT22,1996,125.888,0,9.14,212.783,0,47.058
VTSSS,M002,2011,-10.845,0,0.185,56.355,0,47.06
VTSSS,VT10,1998,29.38,0,1.978,93.22,0,47.093
VTSSS,STAN,2006,95.658,0.505,0,168.918,0,47.093
VTSSS,VT05,2011,113.933,0,0.275,184.093,0,47.105
VTSSS,VT10,1997,30.918,0,2.545,99.953,0,47.135
VTSSS,VT14,1999,29.28,0,5.165,98.22,0,47.155
MELTM,1E1-135E,1992,70,3.133333333,0,200.0666667,114.0666667,47.16666667
VTSSS,VT04,1997,42.66,0,7.14,115.528,0,47.215
VTSSS,VT75,1998,167.423,0,13.803,261.335,0,47.263
VTSSS,VT22,2004,132.407,0,1.763,213.967,0,47.277
ALTM,040850O,2014,29.94,3.58,7.71,90.59,107.91,47.28
MELTM,1E1-060E,1994,98.06666667,4.5,1.1,242.5,176.5,47.33333333
MELTM,1E2-060E,1999,139.6666667,11,0.7,243,211.1666667,47.33333333
VTSSS,VT58,2008,99.39,0,0,177.928,0,47.338
VTSSS,VT02,2009,34.993,0,12.605,121.928,0,47.34
VTSSS,VT02,2003,37.663,0,25.138,130.605,0,47.355
VTSSS,VT76,1991,30.34,0,0.785,113.685,0,47.403
ALTM,020138O,1999,-17.94,9.37,3.64,52.7,58.35,47.42
MELTM,1E1-134E,2011,-12.1,5.136,0.1,134.952,44.904,47.44
VTSSS,VT04,2008,40.55,0,4.755,111.82,0,47.475
VTSSS,VT10,2005,33.475,0,1.598,99.093,0,47.488
MELTM,1E1-135E,2002,63.66666667,4.033333333,0.333333333,220.5666667,114.2333333,47.5
VTSSS,VT40,1990,21.45,0,0.885,85.52,0,47.51
ALTM,1A2-077O,2017,106.2208,4.0144,0.167370562,190.7940863,151.1414699,47.55971114
VTLTM,1C1-095E,2015,28.8,3.427,8.329,121.918,88.698,47.608
VTSSS,VT22,2010,142.43,0,0.99,224.463,0,47.61
ALTM,041007O,2016,18.22,6.17,9.09,81.22,106.39,47.64
VTSSS,VT40,2014,17.308,0,0.64,82.755,0,47.648
VTSSS,VT10,2004,25.668,0,2.045,88.5,0,47.648
VTSSS,M003,2011,114.18,0,0,178.69,0,47.655
MELTM,1E1-135E,1998,61.16666667,3.533333333,0.366666667,186,101.6666667,47.66666667
VTLTM,1C1-100E,2006,12.467,8.167,9.6,104.767,87.5,47.667
VTSSS,VT75,1995,134.37,0,16.083,245.103,0,47.698
ALTM,1A1-111S,2015,-10.92,8.77,20.12,44.76,64.13,47.7
VTLTM,1C1-090E,2005,29.333,4.167,7.1,107.733,85.233,47.7
ALTM,040576O,2015,38.13,4.31,15.09,105.96,124.53,47.7
VTLTM,1C1-107E,2009,74.467,6.03,2.499,164.07,140,47.747
VTSSS,VT22,1990,124.398,0,11.19,210.015,0,47.75
VTSSS,PINE,2017,280.4368627,0.715,2.027843137,367.1076471,0,47.7627451
VTSSS,VT02,1992,35.998,0,39.24,135.505,0,47.77
ALTM,1A3-065O,2013,19.06,3.84,16.38,73.5,94.82,47.83
VTLTM,1C1-090E,2007,28.867,3.633,3.433,102.767,82.167,47.833
MELTM,1E1-135E,2001,67.23333333,3.433333333,0.4,217.8333333,113,47.83333333
VTSSS,VT39,1992,-0.465,0,0.828,56.36,0,47.855
VTSSS,VT66,1991,168.03,0,36.72,284.3,0,47.898
VTLTM,1C1-100E,2007,19.533,7.1,7.4,105.1,89.167,47.9
VTSSS,VT15,2008,34.92,0,1.623,102.19,0,47.9
ALTM,020138O,2001,-9.32,9.21,1.42,58.08,64.1,47.91
VTSSS,VT66,2010,175.745,0,0.928,266.478,0,47.96
VTSSS,VT10,2002,25.213,0,0.82,93,0,47.998
MELTM,ME-4474E,1993,-40.2,5.05,0.3,70.2,31.95,48
MELTM,1E1-135E,1995,57.1,5.025,0.325,207.125,115.5,48
MELTM,ME-2068E,2005,166.2,3,0.2,276.3,204.3,48
VTSSS,VT39,2010,-5.448,0,0,56.093,0,48.04
ALTM,040576O,2014,30.4,4.36,21.1,102.92,119.86,48.08
VTSSS,PINE,2016,272.548,0.537,2.933,355.33,0,48.085
VTSSS,VT40,2015,17.063,0,1.013,82.598,0,48.09
VTSSS,VT22,2005,121.22,0,2.403,209.013,0,48.113
VTSSS,VT22,1993,129.825,0,10.998,213.685,0,48.113
VTLTM,1C1-112E,2015,61.3,4.187,5.592,139.034,106.164,48.129
VTSSS,VT40,2012,16.955,0,1.065,82.36,0,48.138
MELTM,1E1-135E,1999,58.36666667,3.466666667,0.733333333,196.3,103.3,48.16666667
VTSSS,VT02,2006,32.23,0,18.995,131.31,0,48.173
VTSSS,VT28,2002,8.573,0,1.058,74.503,0,48.175
VTSSS,VT75,1991,172.193,0,22.768,279.72,0,48.178
VTSSS,VT02,1993,44.125,0,34.303,138.438,0,48.2
ALTM,050707O,2009,8.72,6.52,23.91,73.29,88.87,48.23
VTSSS,VT22,1991,138.585,0,9.19,222.97,0,48.255
ALTM,1A1-107E,1995,-49.69,15.24,0.39,59.35,65.94,48.26
VTSSS,VT40,2002,23.345,0,1.233,87.373,0,48.288
VTLTM,1C1-090E,2008,31.133,3.933,2.267,105.4,85.1,48.3
VTSSS,VT10,2006,27.548,0,0,93.833,0,48.31
VTSSS,VT02,2000,44.378,0,26.6,136.42,0,48.348
VTSSS,VT06,1990,57.763,0,11.563,137.438,0,48.368
ALTM,1A1-103O,2015,31.61,5.6,10.91,89.78,116.99,48.37
ALTM,1A1-103O,2017,34.20911111,6.505077778,0.564693135,130.5840134,101.1698789,48.37394242
VTSSS,VT02,2013,35.66,0,18.473,117.87,0,48.375
VTSSS,VT66,2007,172.793,0,8.608,282.533,0,48.385
VTSSS,VT25,2002,13.878,0,1.018,81.418,0,48.405
VTSSS,M004,2017,90.13,0,0,194.71,0,48.41
