PROGRAM,SITE,YEAR,ANC,DOC,NO3,SBC_ALL,SBC-0,SO4
CATLTM,1434021,2006,-8.214,2.484,20.928,84.592,72.684,87.405
VTLTM,1C1-097E,1991,31.1,0,1.6,136.15,105.85,87.45
VTLTM,1C1-112E,1990,39.75,0,10.4,155.75,125.1,87.45
ALTM,040874O,1998,7.33,2.42,7.52,77.9,94.8,87.46
ALTM,1A1-059O,2006,28.6,9.15,16.31,133.26,163.92,87.46
ALTM,1A3-065O,1993,-7.19,2.07,24.48,85.52,102.66,87.48
VTLTM,1C3-076E,2005,1.533,3.167,7.1,908.433,132.633,87.5
ALTM,1A1-102O,1996,43.44,2.77,10.81,135.2,158.5,87.81
VTSSS,VT53,2010,20.728,0,0.21,140.623,0,87.833
VTLTM,1C1-101E,1991,-16.3,0,7.25,98.125,76.6,87.875
ALTM,040704O,1995,4.09,2.6,7.7,71.67,96.64,87.94
CATLTM,1364959,2006,1.387,1.829,21.277,138.232,124.045,87.964
PALTM,BNR,2005,21.995,1.422,7.135,203.123,167.199,88.014
ALTM,1A1-111S,2002,-27.55,6.88,22.62,61.31,80.67,88.02
VTSSS,NFDR,2015,69.375,0.873,7.323,201.743,0,88.055
CATLTM,143400680,1996,-20.842,4.961,16.075,99.999,88.871,88.057
CATLTM,1434021,2005,-9.974,2.126,25.784,89.192,77.883,88.162
VTSSS,VT57,2014,35.073,0,23.59,166.35,0,88.183
VTSSS,VT36,1995,5.29,0,5.473,119.703,0,88.24
CATLTM,1434021,2004,-16.545,2.595,25.191,89.776,78.707,88.4
ALTM,1A1-113S,2000,56.83,4.2,11.76,141.6,173.36,88.43
VTSSS,VT61,1990,280.29,0,37.803,439.508,0,88.495
VTSSS,NFDR,2011,72.638,0.783,0.573,206.2,0,88.533
CATLTM,143400680,2003,-8.959,3.052,17.885,103.064,90.287,88.568
VTSSS,VT18,1997,80.335,0,15.803,198.188,0,88.583
VTSSS,VT53,2007,19.258,0,0.575,138.255,0,88.61
CATLTM,1364959,2007,8.904,1.291,30.824,140.134,122.863,88.626
ALTM,040826O,2002,34.14,3.04,12.72,131.15,163.05,88.64
ALTM,040707O,1999,65.08,4.14,7.39,136.99,176,88.64
ALTM,040576O,2003,23.21,4.14,19.08,131.06,149.19,88.71
VTLTM,1C1-093E,2000,-1.533,1.9,7.867,97.933,69.933,88.767
ALTM,040850O,1999,21.52,3.19,6.64,113.38,129.54,88.82
VTSSS,M004,2000,62.047,0,0.74,205.203,0,88.857
VTLTM,1C1-097E,1992,26.025,0,1.225,138.725,104.9,89.025
VTSSS,VT38,2017,87.9825,0,12.9975,213.1825,0,89.025
VTSSS,DR01,2016,10.563,1.06,0.24,129.333,0,89.048
ALTM,040852O,1997,-3.86,4.37,18.26,80.02,95.97,89.06
ALTM,1A3-065O,1995,-1.91,2.15,31.27,96.83,117.62,89.07
VTSSS,VT53,2015,18.39,0,1.258,136.478,0,89.08
ALTM,040210O,2004,-8.12,2.8,20.69,69.04,86.95,89.09
VTSSS,VT36,2004,2.92,0,3.535,112.73,0,89.113
PALTM,BNR,1993,6.821,2.026,13.452,187.55,154.967,89.133
VTSSS,M004,2006,43.945,0,0.26,170.505,0,89.145
VTSSS,VT53,2014,20.185,0,2.058,139.005,0,89.163
VTSSS,VT26,1996,0.798,0,2.388,106.593,0,89.198
VTLTM,1C1-101E,1990,-13.25,0,5.925,91,69.675,89.25
VTSSS,VT48,2008,98.953,0,3.89,220.165,0,89.265
VTSSS,NFDR,2014,69.218,0.91,9.975,203.505,0,89.27
VTSSS,NFDR,2010,84.148,0.793,2.918,218.265,0,89.295
VTSSS,VT36,2006,4.323,0,0.553,116.82,0,89.328
VTSSS,VT53,2012,24.013,0,1.445,139.793,0,89.34
VTSSS,VT26,2007,-4.315,0,1.323,108.128,0,89.36
ALTM,040707O,1995,53.39,4.1,6.56,137.17,173.37,89.4
ALTM,020265O,1993,12.13,3.54,17.1,104.78,126.31,89.41
VTSSS,NFDR,2012,76.938,1.71,14.04,226.878,0,89.445
ALTM,040850O,1998,18.77,3.31,8.95,105.66,120.16,89.51
VTSSS,VT36,1990,6.983,0,0.88,114.138,0,89.538
ALTM,1A1-089O,2003,14.24,3.15,18.97,115.7,135.78,89.65
VTSSS,VT26,2003,-0.945,0,2.55,105.088,0,89.675
CATLTM,1364959,2004,0.245,2.051,30.556,133.54,117.881,89.696
ALTM,040826O,1998,18.97,3.2,16.64,103.84,131.53,89.72
ALTM,070859O,1995,5.98,2.5,23.21,95.13,116.97,89.77
ALTM,1A2-077O,1998,85.15,3.78,4.62,153.41,184.94,89.79
PALTM,BNR,1992,11.921,1.923,10.357,194.354,163.108,89.801
ALTM,040707O,1996,45.37,4.47,12.01,136.69,173.52,89.88
ALTM,040210O,2003,-9.97,2.6,21.83,71.46,89.08,89.93
VTSSS,VT57,2015,36.9,0,13.81,158.958,0,89.955
ALTM,020059O,1994,29.41,7.72,3.39,144.18,188.2,89.98
PALTM,BNR,2010,33.518,0.837,11.463,227.62,157.406,89.985
ALTM,1A1-078S,2008,17.5,2.28,13.32,97.21,123.82,90.03
CATLTM,1434021,2003,-18.383,3.059,17.508,80.263,69.738,90.044
PALTM,BNR,1997,17.025,1.396,11.249,203.91,171.895,90.057
ALTM,1A1-103O,2001,14.6,4.13,15.08,109.91,137.24,90.1
VTSSS,VT36,1991,4.46,0,2.553,116.02,0,90.103
ALTM,1A1-103O,2002,11.49,3.94,17.23,106.73,134.07,90.17
ALTM,1A1-106O,2002,19.48,3.87,18.17,113.98,142.26,90.17
VTSSS,VT36,1996,2.918,0,5.585,115.48,0,90.175
VTLTM,1C1-093E,1998,0.067,2.5,2.233,95.9,69.667,90.2
ALTM,040852O,1999,-3.28,5.28,13.79,86.04,103.58,90.27
ALTM,041007O,2000,7.35,5.06,18.22,97.74,121.09,90.31
ALTM,1A2-066O,2002,0.92,2.27,24.43,92.66,114.27,90.34
VTSSS,VT52,2002,181.663,0,2.603,299.015,0,90.358
VTSSS,VT26,2002,2.765,0,1.583,110.498,0,90.368
ALTM,1A1-113S,1998,38.24,3.75,15.19,123.59,149.18,90.38
ALTM,1A1-110O,2002,51.39,3.62,15.79,143.13,178.36,90.41
ALTM,040210O,2005,-8.03,2.65,20.43,70.23,88.43,90.45
VTLTM,1C3-076E,1997,-24.6,0,1.4,647.7,101.75,90.45
ALTM,020059O,1995,30.99,7.21,1.87,145.2,186.67,90.45
VTSSS,VT53,2009,24.033,0,0.398,146.685,0,90.513
VTSSS,VT36,1998,0.873,0,3.435,107.475,0,90.54
VTSSS,VT61,1999,293.673,0,8.735,420.238,0,90.543
ALTM,070859O,1993,0.83,2.73,16.76,91.15,109.08,90.56
VTLTM,1C1-107E,1995,86.4,5.2,3.833,216.5,187.2,90.633
ALTM,1A1-052O,2008,65.83,4.73,7.52,168.04,196.31,90.65
ALTM,1A1-111S,2003,-19.07,7.14,20.83,64.63,87.03,90.76
ALTM,1A1-102O,1993,34.21,2.61,6.7,125.57,145.87,90.76
ALTM,040707O,1992,58,6.08,2.34,142.56,181.86,90.76
VTSSS,VT18,1999,87.785,0,14.578,208.38,0,90.768
VTSSS,VT61,2002,311.7,0,1.11,441.663,0,90.855
VTSSS,NFDR,2004,70.815,0.48,18.015,215.538,0,90.915
VTSSS,VT26,1990,2.64,0,0.868,109.79,0,90.935
VTSSS,VT09,2007,14.42,0,1.833,136.178,0,90.955
ALTM,1A3-065O,1996,-3.54,3,39.46,96.48,118.07,91
ALTM,1A1-106O,2001,18.39,4.02,17.26,115.25,142.94,91.1
ALTM,1A1-052O,2006,59.57,5.46,5.26,158.29,188.02,91.1
VTSSS,VT26,1999,0.737,0,1.353,107.08,0,91.117
VTSSS,VT51,2016,262.858,0,0.265,390.83,0,91.143
ALTM,1A1-102O,1994,39.22,2.34,6.54,134.33,153.99,91.15
VTSSS,VT54,2017,77.6775,0,27.8975,231.5175,0,91.18
ALTM,1A1-103O,2003,9.68,4.47,20.47,111.64,138.69,91.21
ALTM,1A1-112S,1994,-5.83,8.91,11.69,106.05,128.67,91.31
ALTM,1A1-110O,2001,49.18,3.72,16.07,143.86,180.69,91.31
ALTM,020059O,1992,29.97,8.92,0.48,148.97,197.83,91.38
ALTM,040210O,2001,-6.19,2.61,19.36,70.63,88.03,91.4
CATLTM,1434025,2003,19.066,2.302,16.605,152.401,138.799,91.538
ALTM,050706O,1993,-1.8,4.24,26.81,90.59,106.39,91.55
VTSSS,VT52,2010,98.31,0,0.498,213.753,0,91.565
ALTM,040210O,2002,-6.22,2.36,21.45,70.15,87.76,91.62
ALTM,020265O,1995,31.14,2.9,17.37,120.81,148.94,91.62
ALTM,040826O,1999,32.22,2.85,13.65,129.82,161.79,91.66
ALTM,040826O,2001,34.53,2.99,14.06,134.24,167.95,91.66
VTSSS,VT36,1999,4.89,0,4.318,117.15,0,91.708
VTSSS,VT57,2013,32.585,0,15.395,157.815,0,91.73
VTSSS,VT57,2012,28.12,0,25.628,164.755,0,91.76
PALTM,BNR,2015,26.49,0.709,14.692,209.407,153.882,91.816
VTLTM,1C1-097E,1990,18.675,0,1.55,131.15,99.75,91.875
VTSSS,VT38,2016,91.165,0,7.615,207.638,0,91.9
VTSSS,DR01,2014,9.608,0.983,2.378,131.575,0,91.998
ALTM,1A1-078S,2004,11.5,2.29,11.26,93.38,122.17,92.01
ALTM,040707O,1994,39.34,4.15,13.03,129.99,163.01,92.02
VTSSS,DR01,2013,9.748,0.905,0.79,130.695,0,92.09
VTSSS,VT53,2004,23.143,0,2.423,137.698,0,92.135
ALTM,1A1-106O,1998,7.31,5.11,22.7,101.23,121.24,92.14
PALTM,BNR,2008,18.531,1.072,8.651,230.618,159.894,92.153
MELTM,1E1-134E,1994,-17.26666667,3.633333333,0.2,160.2666667,58.6,92.16666667
CATLTM,143400680,2000,-10.311,2.977,13.615,102.438,89.882,92.194
PALTM,BNR,2012,31.686,0.909,9.839,220.321,155.723,92.195
ALTM,041007O,2002,4.75,4.57,23.04,102.53,128.05,92.21
VTSSS,NFDR,1996,90.083,1.42,15.908,226.493,0,92.215
PALTM,BNR,2007,21.708,1.441,6.559,207.356,163.54,92.265
MELTM,1E1-134E,1991,-22.8,4.466666667,0,139.2,57.53333333,92.33333333
ALTM,040576O,2001,28.46,3.66,19.04,141.09,159.72,92.39
VTSSS,VT52,2014,71.255,0,1.128,191.775,0,92.478
ALTM,041007O,1999,4.05,5.1,23.17,100.37,122.7,92.53
ALTM,040186O,1993,-27.97,4.7,18.41,47.76,60.2,92.56
VTLTM,1C1-107E,1994,66.333,5.3,4.767,198.367,172.933,92.633
ALTM,040704O,1994,-5.1,2.9,12.09,70.71,93.04,92.66
ALTM,1A1-109O,2004,66.28,3.99,19.41,163.95,201.87,92.66
CATLTM,143400680,1998,-11.982,3.11,13.672,108.893,95.248,92.671
VTSSS,NFDR,1997,65.69,0.885,30.178,222.983,0,92.69
VTLTM,1C1-100E,1990,0.6,0,5.325,123.4,105.125,92.7
ALTM,040576O,1997,16.59,3.25,28.77,122.54,138.64,92.7
VTSSS,VT53,2005,21.658,0,3.505,141.373,0,92.775
VTSSS,VT53,1997,23.8,0,5.48,142.108,0,92.795
VTSSS,VT52,2007,100.538,0,0,221.455,0,92.795
ALTM,050707O,1995,-0.93,4.71,37.51,104.68,124.04,92.8
ALTM,1A1-106O,2003,13.31,4.23,18.7,114.61,142.67,92.8
ALTM,1A2-077O,2003,98.98,3.16,9.43,176.21,218.11,92.8
PALTM,BNR,2014,27.466,0.709,14.109,203.087,146.085,92.836
ALTM,1A2-066O,2001,6.61,2.13,14.33,95.37,115.82,92.91
VTSSS,NFDR,2001,72.81,0.46,25.93,231.775,0,92.923
ALTM,1A1-110O,1998,26.06,4.75,20.88,121.55,145.99,92.94
VTSSS,DR01,1997,9.935,0.913,4.62,129.125,0,92.983
ALTM,1A1-089O,2002,13.79,2.81,19.32,117.24,137.25,93.01
ALTM,1A1-110O,2003,40.88,4.04,16.93,139.36,173.44,93.15
VTSSS,VT50,2017,-8.1725,0,6.9,99.7975,0,93.195
PALTM,BNR,2013,28.75,0.855,11.663,206.568,146.78,93.21
ALTM,1A1-078S,2005,26.18,2.5,13.22,101.14,130.57,93.22
ALTM,040707O,1993,45.27,3.82,8.65,129.39,161.76,93.23
ALTM,1A1-105S,2005,60.23,3.22,18.2,151.68,185.9,93.25
VTLTM,1C1-107E,1993,76.067,5.8,2.967,212.75,186.4,93.267
VTSSS,VT51,2017,294.615,0,1.2575,434.0925,0,93.2675
ALTM,040576O,2000,24.81,4.23,18.17,129.59,146.38,93.27
ALTM,041007O,1993,-6.94,4.69,25.25,99.61,117.79,93.31
ALTM,1A2-066O,1998,-1.28,2.17,20.44,88.73,104.1,93.32
ALTM,070859O,1996,3.12,3,23.34,88.74,111.95,93.32
VTSSS,DR01,2007,6.88,0.73,1.43,132.163,0,93.385
VTSSS,VT51,2012,301.94,0,0.09,428.408,0,93.388
CATLTM,143400680,2001,-5.658,2.375,20.432,116.357,102.33,93.497
VTSSS,NFDR,2007,67.055,0.463,17.795,225.26,0,93.5
ALTM,1A3-048O,2003,25.28,3.79,26.43,117.06,155.49,93.57
VTSSS,VT53,2011,21.493,0,0.128,142.525,0,93.58
VTSSS,M004,2004,28.6,0,0.7,190.225,0,93.615
VTSSS,DR01,2009,7.8,1.043,0.178,133.725,0,93.658
ALTM,040576O,1998,25.01,4.07,16.4,124.59,139.96,93.67
ALTM,040707O,1997,36.9,3.84,13.93,119.63,153.42,93.74
VTSSS,VT53,1994,21.453,0,6.945,141.833,0,93.758
ALTM,040704O,1992,9.48,4.5,3.23,83.53,110.79,93.81
VTSSS,NFDR,1990,52.94,0,72.235,256.808,0,93.84
ALTM,041007O,1997,2.26,4.06,29.99,94.08,115.04,93.91
ALTM,1A1-113S,1999,50.24,3.2,15.46,141.42,173.25,93.91
ALTM,040852O,1996,-7.21,5.5,25.17,96.58,115.29,93.93
VTSSS,NFDR,1991,86.443,0,29.353,244.965,0,94.008
VTSSS,NFDR,2003,66.548,0.59,24.225,217.275,0,94.038
ALTM,1A1-103O,1998,3.9,5.41,23.52,99.42,118.42,94.09
CATLTM,143400680,2002,-4.998,2.494,17.703,115.26,100.817,94.131
ALTM,1A1-102O,1992,50.49,4.12,2.21,140.65,165.01,94.15
ALTM,1A1-113S,1997,43.02,3.55,16.46,134.59,163.8,94.19
ALTM,070859O,1994,-5.34,2.93,22.2,88.51,108.16,94.26
VTLTM,1C1-093E,1997,-3.533,0,9.5,101.8,73.7,94.333
MELTM,1E1-134E,1993,-17.23333333,3.266666667,0.333333333,168,64.16666667,94.33333333
MELTM,1E1-134E,1992,-16.36666667,3.633333333,0.4,163.9333333,65.66666667,94.33333333
ALTM,1A1-071S,2004,196.13,3.72,6.96,277.98,324.67,94.36
VTSSS,VT53,2013,19.423,0,0.695,142.59,0,94.365
VTLTM,1C1-095E,1991,13.8,0,28.85,155.625,118.975,94.4
VTSSS,VT26,1994,2.413,0,2.218,109.188,0,94.453
VTSSS,VT53,1996,18.093,0,4.775,139.705,0,94.76
ALTM,050706O,1995,0.26,3.74,27.59,97.94,117.52,94.81
ALTM,1A1-017S,2003,14.98,5.32,19.24,115.63,142.96,94.81
ALTM,040826O,1997,22.97,2.86,17.14,121.09,151.25,94.85
VTSSS,DR01,2005,9.233,0.793,1.865,127.39,0,94.868
VTSSS,VT52,2013,76.85,0,0.875,197.398,0,94.875
ALTM,020265O,1994,16,3.05,20.78,110.51,133.92,94.88
VTSSS,VT52,2008,126.84,0,2.407,245.687,0,94.903
VTSSS,VT36,2003,5.015,0,3.385,121.433,0,94.905
VTSSS,VT53,1991,23.068,0,6.35,146.678,0,94.91
ALTM,1A1-112S,1993,-1.23,6.71,11.42,103.87,125.62,94.92
VTSSS,NFDR,2013,64.398,0.723,6.888,198.803,0,94.953
VTSSS,VT52,2015,61.188,0,0.828,183.903,0,94.96
VTSSS,NFDR,2000,70.513,0.588,7.57,208.463,0,94.96
VTLTM,1C1-095E,1990,8.267,0,29.733,140.267,105.767,95
VTLTM,1C1-101E,1992,-13,0,6.8,102.8,79.2,95.05
VTSSS,NFDR,2009,77.478,0.838,10.9,228.568,0,95.06
VTSSS,VT50,2016,-5.435,0,4.738,98.408,0,95.093
ALTM,040874O,1997,-0.74,2.08,13.75,77.36,94.47,95.16
ALTM,1A2-066O,1999,4.75,2.07,19.79,96.22,115.07,95.16
VTSSS,VT53,2001,30.013,0,2.463,149.258,0,95.305
VTSSS,VT38,2015,72.803,0,4.938,196.515,0,95.313
CATLTM,1364959,1996,-14.913,3.397,19.006,118.781,105.595,95.349
ALTM,1A2-077O,2002,104.57,2.99,6.14,180.68,223.24,95.4
CATLTM,143400680,1999,-12.584,2.642,12.602,107.32,93.415,95.523
VTLTM,1C1-100E,1991,0.425,0,13.025,144.175,121.2,95.525
ALTM,040186O,1995,-19.97,4.81,20.37,55.75,72.19,95.56
ALTM,040576O,2002,19.18,3.52,24.67,134.76,153.54,95.61
PALTM,BNR,2004,17.235,1.53,3.642,195.071,160.126,95.626
CATLTM,1364959,2003,0.687,2.214,19.962,121.305,106.682,95.646
VTSSS,VT53,1992,20.39,0,11.378,148.985,0,95.72
VTSSS,DR01,2000,10.695,0.815,1.858,130.208,0,95.725
PALTM,BNR,2011,22.235,1.36,8.721,202.043,146.16,95.762
ALTM,1A1-078S,2003,6.48,2.43,13.48,97.27,125.69,95.78
ALTM,1A1-111S,1992,-26.49,8.35,7.1,64,81.11,95.82
VTLTM,1C1-093E,1995,4.567,2.167,14,125.333,93.1,95.833
ALTM,1A2-077O,1999,95.44,3.31,5.7,172.71,208.75,95.85
VTSSS,DR01,1993,7.793,0,6.6,133.098,0,95.865
ALTM,060315AO,2005,22.06,8.62,15.24,131.16,163.13,95.89
VTSSS,M004,1999,32.135,0,3.09,169.23,0,95.93
ALTM,1A1-106O,1999,15.13,4.09,19.46,115.35,140.43,95.96
ALTM,040826O,2000,26.85,3.72,16.2,128.2,159.96,95.96
ALTM,1A1-110O,1999,51.42,3.77,15.82,146.27,178.61,95.99
ALTM,1A1-089O,2000,14.17,3.27,14.13,112.33,130.17,96.05
ALTM,040850O,1997,14.92,2.86,14.14,111.01,126.74,96.1
ALTM,1A3-048O,2001,33.78,4.01,21.74,127.64,168.97,96.1
VTSSS,M004,1996,58.95,0,0.675,198.46,0,96.18
PALTM,BNR,1994,13.805,1.505,11.189,178.384,143.888,96.197
VTSSS,VT52,2001,106.015,0,1.993,224.813,0,96.213
VTSSS,VT53,2000,25.418,0,1.128,143.865,0,96.228
ALTM,1A2-066O,2000,4.08,2.47,14.87,95.86,115.37,96.23
ALTM,1A2-077O,2000,103.39,3.68,4.49,172.2,210.33,96.27
VTSSS,NFDR,1998,75.613,0.815,24.565,222.865,0,96.378
ALTM,041007O,1996,0.42,4.94,29.97,105.41,129.16,96.39
VTSSS,VT52,2009,93.24,0,0.538,220.49,0,96.41
VTSSS,DR01,2008,7.83,0.92,0.31,133.257,0,96.473
VTSSS,VT57,2009,32.485,0,11.093,177.638,0,96.545
ALTM,1A1-089O,1998,7.62,3.22,19.91,105.69,120.84,96.55
VTSSS,VT51,2014,244.48,0,1.128,386.425,0,96.57
CATLTM,1434021,1998,-23.866,2.541,13.949,88.682,77.265,96.59
VTSSS,NFDR,1993,73.618,0,39.923,237.395,0,96.603
VTSSS,DR01,2010,7.007,1.73,1.727,140.203,0,96.617
ALTM,1A3-048O,2000,37.05,4.1,13.23,113.37,152.44,96.62
VTSSS,VT53,2006,19.713,0,0,146.56,0,96.64
ALTM,1A2-077O,2001,102.13,3.1,4.31,185.18,228.24,96.75
VTSSS,DR01,2001,11.747,0.793,1.933,130.097,0,96.75
VTSSS,VT51,2011,246.188,0,0.138,382.403,0,96.793
ALTM,1A3-065O,1994,-10.93,2.61,40.74,96.33,116.13,96.81
ALTM,1A1-103O,1999,12.94,4.27,20.03,110.6,135.25,96.82
ALTM,050707O,1993,-9.83,5.03,37.35,92.26,107.71,96.89
ALTM,040852O,1995,-4.12,4.65,24.18,103.13,121.4,96.89
VTSSS,VT38,2013,77.003,0,4.848,204.223,0,96.925
ALTM,1A3-048O,2002,31.48,3.95,24.23,115.93,158.05,96.96
ALTM,1A1-111S,1996,-27.34,7.05,26.65,67.09,86.75,97.02
ALTM,1A1-059O,2004,36.15,7.81,17.87,151.2,186.44,97.17
CATLTM,1434025,2000,31.749,1.825,11.985,157.895,144.388,97.186
CATLTM,1434021,2000,-16.378,2.508,11.416,86.152,74.827,97.206
ALTM,1A1-017S,2002,24.14,5.33,18.12,115.81,145.25,97.31
ALTM,1A3-048O,1999,26.98,4.31,23.95,113.42,150.03,97.34
VTSSS,DR01,1994,7.59,0,3.763,129.635,0,97.358
CATLTM,1364959,2000,3.653,1.685,17.713,124.178,109.156,97.449
ALTM,1A1-089O,2001,14.43,2.88,16.7,121.96,141.9,97.52
PALTM,BNR,2009,18.376,1.425,11.692,216.31,152.075,97.55
VTSSS,VT57,2010,39.478,0,11.498,174.185,0,97.605
CATLTM,1364959,2002,7.839,1.568,19.851,140.34,123.235,97.63
ALTM,1A1-111S,1995,-26.7,6,22.12,64.77,83.3,97.64
VTSSS,NFDR,1995,71.12,1.425,22.62,229.318,0,97.685
ALTM,1A1-059O,2005,39.83,7.96,18.87,153.88,188.68,97.76
ALTM,1A1-109O,2003,70.17,3.81,19.94,175.04,213.76,97.76
VTSSS,VT51,2013,221.185,0,0.123,356.763,0,97.79
ALTM,040576O,1999,25.23,3.75,24.26,138.62,156.46,97.83
VTLTM,1C3-076E,1990,-21.1,0,1.75,375.8,131.7,97.925
VTSSS,VT51,2015,204.683,0,0.868,351.773,0,97.975
VTSSS,VT38,2014,82.618,0,11.208,216.455,0,98.013
VTSSS,VT53,1999,23.9,0,4.68,146.83,0,98.038
ALTM,1A1-071S,2002,210.82,3.86,10.19,287.07,334.92,98.04
ALTM,1A1-110O,2000,42.46,4.11,14.27,139.88,171.85,98.07
ALTM,020059O,1996,25.19,8.68,4.54,155.29,194.79,98.09
VTSSS,M004,1997,52.835,0,2.39,198.63,0,98.12
VTSSS,VT51,2009,260.923,0,1.365,401.625,0,98.12
CATLTM,1434021,2002,-11.85,2.137,18.343,97.558,85.332,98.18
ALTM,1A1-105S,2004,49.78,3.28,18.38,151.58,185.37,98.25
ALTM,1A2-066O,1997,-0.67,2.07,31.13,91.63,109.97,98.28
ALTM,1A1-106O,2000,12.78,4.55,14.74,113.27,137.99,98.28
CATLTM,143400680,1997,-10.94,3.115,21.528,117.464,103.188,98.281
VTSSS,VT57,2007,30.755,0,35.178,189.233,0,98.29
CATLTM,1434025,1999,25.202,1.861,13.851,167.232,152.066,98.309
VTSSS,VT53,1990,17.94,0,1.82,140.155,0,98.345
ALTM,1A1-071S,2001,219.17,3.5,8.05,303.54,353.35,98.35
CATLTM,1434025,1998,25.501,1.902,13.814,165.665,150.681,98.364
VTSSS,DR01,2002,12.017,1.45,0.793,134.553,0,98.367
ALTM,1A1-071S,2003,207.9,3.46,8.58,286.68,334.82,98.38
CATLTM,1434021,1999,-22.789,2.398,12.369,92.186,80.863,98.411
ALTM,041007O,1995,-6.5,4.7,39.03,111.55,133.56,98.43
VTSSS,DR01,1996,7.035,1.105,4.735,132.795,0,98.453
ALTM,1A1-113S,1996,46.21,3.85,19.71,151.08,184.5,98.46
PALTM,BNR,1996,7.9,1.05,9.29,195.802,162.046,98.479
ALTM,1A1-017S,1998,2.12,6.06,25.2,100.52,118.79,98.52
ALTM,1A1-103O,2000,15.55,4.62,14.99,114.62,140.36,98.59
VTSSS,NFDR,1992,102.378,0,23.213,253.62,0,98.628
VTSSS,NFDR,1994,72.533,0,25.198,234.455,0,98.653
ALTM,1A1-111S,1994,-28.71,7.05,26,63.18,79.85,98.66
PALTM,BNR,2003,9.16,2.545,7.955,177.087,144.94,98.7
ALTM,050707O,1992,-1.08,6.11,19.14,101.32,120.46,98.8
VTSSS,DR01,2011,6.043,0.877,0.157,133.463,0,98.877
VTSSS,DR01,2012,5.507,1.25,0.287,133.217,0,98.94
ALTM,1A1-052O,1998,58.43,5.12,11.72,158.67,183.46,99.01
ALTM,040210O,2000,-7.95,4.31,18.36,71.43,88.13,99.05
CATLTM,1434025,2002,28.87,1.848,16.999,171.185,155.798,99.073
ALTM,040576O,1996,17.35,4.12,36.3,140.64,158.71,99.08
ALTM,1A1-109O,2002,69.43,3.73,18.03,173.54,212.83,99.11
VTSSS,PAIN,2017,14.71981132,1.112941176,0.778867925,140.7896226,0,99.12716981
CATLTM,1364959,2001,12.092,1.689,26.679,147.882,130.236,99.149
VTSSS,VT18,1995,91.393,0,12.065,222.55,0,99.155
ALTM,1A1-109O,2001,83.82,3.77,14.13,184.42,226.18,99.35
VTSSS,VT53,2008,20.34,0,2.24,150.055,0,99.458
ALTM,050706O,1992,0.46,4.76,18.64,98.84,118.85,99.56
VTSSS,VT54,2014,87.21,0,31.067,246.483,0,99.597
VTSSS,VT57,2011,31.713,0,12.123,167.033,0,99.643
CATLTM,1434021,1996,-25.318,2.439,18.701,91.327,79.58,99.695
PALTM,BNR,1998,19.018,1.742,11.088,210.055,176.71,99.706
VTSSS,VT52,1997,96.215,0,2.66,217.178,0,99.8
VTSSS,VT54,2016,79.91,0,15.538,223.213,0,99.845
VTSSS,DR01,1990,13.473,0,0.898,134.45,0,99.905
VTSSS,DR01,1992,9.003,0,7.145,136.863,0,99.915
VTSSS,VT52,2000,88.088,0,1.56,211.093,0,99.953
ALTM,1A3-048O,1998,21.07,4.13,16.09,110.02,143.74,100.01
VTSSS,PAIN,2016,13.103,0.74,0.26,138.285,0,100.045
CATLTM,1434021,2001,-14.184,2.347,17.362,98.631,86.812,100.162
ALTM,020265O,1994,4.74,5.14,10.5,105.59,127.48,100.19
ALTM,040210O,1998,-9.19,2.47,27.9,72.29,86.57,100.22
ALTM,1A1-078S,2001,17.77,2.22,10.93,107.15,138.25,100.22
VTSSS,VT53,1995,19.358,0,4.768,148.248,0,100.23
ALTM,070859O,1992,14.01,4.27,2.99,111.46,133.35,100.26
ALTM,1A1-089O,1999,15.09,2.77,17.74,117.81,135.86,100.26
ALTM,060315AO,2003,32.84,9.07,14.9,146.15,184.29,100.29
ALTM,1A3-065O,1992,5,3.41,22.71,109.8,132.13,100.33
VTSSS,DR01,2004,5.443,0.76,1.29,127.48,0,100.368
VTSSS,VT53,2003,20.973,0,2.245,145.545,0,100.395
VTLTM,1C1-095E,1992,15.8,0,26,156.933,117.6,100.467
CATLTM,1434025,2001,35.294,1.813,19.928,176.503,160.768,100.471
ALTM,040852O,1993,-12.26,4.36,21.92,95.52,109.92,100.51
ALTM,1A1-106O,1997,5.85,3.97,25.1,107.5,130.55,100.6
ALTM,1A1-078S,2002,16.52,2.29,12.87,101.88,131.89,100.6
ALTM,060315AO,2004,26.28,7.61,15.03,134.39,170.56,100.6
VTSSS,DR01,1991,11.3,0,0.805,134.378,0,100.605
CATLTM,1434025,1996,15.665,2.252,19.117,162.641,148.987,100.652
VTSSS,VT38,2011,74.56,0,3.668,207.345,0,100.658
VTSSS,DR01,2015,7.3,1.213,0.347,132.72,0,100.66
ALTM,1A1-109O,1998,63.2,4.42,22.29,162.54,193.65,100.67
ALTM,041007O,1994,-5.26,4.83,36.76,110.39,130.83,100.78
ALTM,1A1-111S,1993,-31.21,6.78,18.06,65.89,81.84,100.81
MELTM,1E1-134E,1990,-18.76666667,4.366666667,0.4,163.3,64.96666667,100.8333333
ALTM,1A1-110O,1997,32.14,3.53,21.91,133.03,161.45,100.85
ALTM,1A2-077O,1997,95.07,3.08,5.64,172.29,208.11,100.85
VTSSS,DR01,1995,7.793,1.76,1.21,133.988,0,100.93
